Server Info
IP,10.0.0.38
Attribute,HIGH
initTime,2023-04-13 16:56:17.626029
endTime,2023-04-13 16:58:08.356604
liveTime(sec),110.730575
startupDelay,665
Total stalling Event,0
player width,1280
player height,720
time,20.364,26.001
elapsed,0.000,5.637
bitrate,400,400
framerate,29.97,29.97
bufferLevel,24.89,20.77
GMSD,0,0
bitrateSwitch,0,0
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),4432,820

IP,10.0.0.25
Attribute,HIGH
initTime,2023-04-13 16:56:18.072565
endTime,2023-04-13 16:58:08.456181
liveTime(sec),110.383616
startupDelay,1208
Total stalling Event,0
player width,1280
player height,720
time,20.310,25.592
elapsed,0.000,5.282
bitrate,400,400
framerate,29.97,29.97
bufferLevel,22.394,22.25
GMSD,0,0
bitrateSwitch,0,0
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),3960,1292

IP,10.0.0.39
Attribute,HIGH
initTime,2023-04-13 16:56:22.955804
endTime,2023-04-13 16:58:07.738143
liveTime(sec),104.782339
startupDelay,1008
Total stalling Event,0
player width,1280
player height,720
time,25.607
elapsed,0.000
bitrate,400
framerate,29.97
bufferLevel,22.493
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),3960

IP,10.0.0.47
Attribute,HIGH
initTime,2023-04-13 16:56:13.601081
endTime,2023-04-13 16:58:09.495360
liveTime(sec),115.894279
startupDelay,718
Total stalling Event,0
player width,1280
player height,720
time,15.919,21.179,27.458
elapsed,0.000,5.260,11.539
bitrate,2000,1401,800
framerate,29.97,29.97,29.97
bufferLevel,5.145,28.744,29.396
GMSD,0,0,0.79776
bitrateSwitch,0,1,1
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),8608,13060,1619

IP,10.0.0.34
Attribute,HIGH
initTime,2023-04-13 16:56:17.826160
endTime,2023-04-13 16:58:08.385842
liveTime(sec),110.559682
startupDelay,556
Total stalling Event,0
player width,1280
player height,720
time,20.340,25.985
elapsed,0.000,5.645
bitrate,400,400
framerate,29.97,29.97
bufferLevel,21.843,22.866
GMSD,0,0
bitrateSwitch,0,0
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),3960,1292

IP,10.0.0.9
Attribute,HIGH
initTime,2023-04-13 16:56:23.393318
endTime,2023-04-13 16:58:08.267733
liveTime(sec),104.874415
startupDelay,1374
Total stalling Event,0
player width,1280
player height,720
time,26.093
elapsed,0.000
bitrate,2000
framerate,29.97
bufferLevel,8.046
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),7041

IP,10.0.0.43
Attribute,HIGH
initTime,2023-04-13 16:56:08.507476
endTime,2023-04-13 16:58:09.634139
liveTime(sec),121.126663
startupDelay,584
Total stalling Event,0
player width,1280
player height,720
