Server Info
Server CPU Core,40
IP,10.0.0.37
Attribute,HIGH
initTime,2023-04-13 17:09:38.975381
endTime,2023-04-13 17:11:44.116095
liveTime(sec),125.140714
startupDelay,1213
Total stalling Event,0
player width,1280
player height,720
time,13.281,18.302,23.330,28.368,34.860
elapsed,0.000,5.021,10.049,15.087,21.579
bitrate,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97
bufferLevel,18.913,23.506,19.689,24.51,20.63
GMSD,0,0,0.79073,0,0.91368
bitrateSwitch,0,0,0,0,0
stalling,0,0,0,0,0
stallingTime (sec),0,0,0,0,0
Throughput (Kbps),4511,1877,603,1292,760

IP,10.0.0.35
Attribute,HIGH
initTime,2023-04-13 17:09:39.095425
endTime,2023-04-13 17:11:44.141790
liveTime(sec),125.046365
startupDelay,1298
Total stalling Event,0
player width,1280
player height,720
time,13.324,18.360,23.368,29.207,34.834
elapsed,0.000,5.036,10.044,15.883,21.510
bitrate,2000,1401,1401,800,800
framerate,29.97,29.97,29.97,29.97,29.97
bufferLevel,8,32.158,29.044,32.897,28.52
GMSD,0,0,0.90847,0,0.91784
bitrateSwitch,0,1,0,1,0
stalling,0,0,0,0,0
stallingTime (sec),0,0,0,0,0
Throughput (Kbps),7765,12543,1921,3296,1276

IP,10.0.0.38
Attribute,HIGH
initTime,2023-04-13 17:09:39.618012
endTime,2023-04-13 17:11:45.807154
liveTime(sec),126.189142
startupDelay,472
Total stalling Event,0
player width,1280
player height,720
time,14.520,19.576,24.751,30.542,36.389
elapsed,0.000,5.056,10.231,16.022,21.869
bitrate,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97
bufferLevel,21.959,22.445,22.235,23.033,22.836
GMSD,0,0,0.81982,0,0.91379
bitrateSwitch,0,0,0,0,0
stalling,0,0,0,0,0
stallingTime (sec),0,0,0,0,0
Throughput (Kbps),5095,1292,892,1004,1077

IP,10.0.0.49
Attribute,HIGH
initTime,2023-04-13 17:09:49.565360
endTime,2023-04-13 17:11:45.732724
liveTime(sec),116.167364
startupDelay,763
Total stalling Event,0
player width,1280
player height,720
time,24.359,30.201,36.268
elapsed,0.000,5.842,11.909
bitrate,2000,1401,1401
framerate,29.97,29.97,29.97
bufferLevel,6.405,31.254,31.652
GMSD,0,0,0.98290
bitrateSwitch,0,1,0
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),7765,12543,3067

IP,10.0.0.42
Attribute,HIGH
initTime,2023-04-13 17:09:59.708539
endTime,2023-04-13 17:11:45.738546
liveTime(sec),106.030007
startupDelay,308
Total stalling Event,0
player width,1280
player height,720
time,36.198
elapsed,0.000
bitrate,2000
framerate,29.97
bufferLevel,4.776
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),7765

IP,10.0.0.39
Attribute,HIGH
initTime,2023-04-13 17:10:01.281991
endTime,2023-04-13 17:11:45.756908
liveTime(sec),104.474917
startupDelay,1272
Total stalling Event,0
player width,1280
player height,720
time,36.222
elapsed,0.000
bitrate,400
framerate,29.97
bufferLevel,23.175
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),3536

IP,10.0.0.5
Attribute,HIGH
initTime,2023-04-13 17:09:49.896499
endTime,2023-04-13 17:11:44.905618
liveTime(sec),115.009119
startupDelay,1130
Total stalling Event,0
player width,1280
player height,720
time,24.193,29.967,35.508
elapsed,0.000,5.774,11.315
bitrate,400,400,400
framerate,29.97,29.97,29.97
bufferLevel,22.67,23.409,20.018
GMSD,0,0,0.90712
bitrateSwitch,0,0,0
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),3536,1292,603

IP,10.0.0.48
Attribute,HIGH
initTime,2023-04-13 17:10:00.226127
endTime,2023-04-13 17:11:45.735065
liveTime(sec),105.508938
startupDelay,1000
Total stalling Event,0
player width,1280
player height,720
time,36.336
elapsed,0.000
bitrate,2000
framerate,29.97
bufferLevel,7.36
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),7765

IP,10.0.0.21
Attribute,HIGH
initTime,2023-04-13 17:10:02.373511
endTime,2023-04-13 17:11:46.415177
liveTime(sec),104.041666
startupDelay,1613
Total stalling Event,0
player width,1280
player height,720
time,36.943
elapsed,0.000
bitrate,400
framerate,29.97
bufferLevel,31.774
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),5600

IP,10.0.0.9
Attribute,HIGH
initTime,2023-04-13 17:09:34.461055
endTime,2023-04-13 17:11:47.639354
liveTime(sec),133.178299
startupDelay,1029
Total stalling Event,0
player width,1280
player height,720
time,8.948,14.081,19.002,24.027,29.301,34.947
elapsed,0.000,5.133,10.054,15.079,20.353,25.999
bitrate,2000,1401,1401,800,800,800
framerate,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,6.549,30.993,30.74,31.343,31.679,31.146
GMSD,0,0,0.77605,0,0.84128,0
bitrateSwitch,0,1,0,1,0,0
stalling,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0
Throughput (Kbps),7765,12543,3067,2149,1471,1983




IP,10.0.0.16
Attribute,HIGH
initTime,2023-04-13 17:10:01.618299
endTime,2023-04-13 17:11:48.236140
liveTime(sec),106.617841
startupDelay,607
Total stalling Event,0
player width,1280
player height,720
time,38.761
elapsed,0.000
bitrate,400
framerate,29.97
bufferLevel,21.98
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),3536


IP,10.0.0.23
Attribute,HIGH
initTime,2023-04-13 17:09:36.456068
endTime,2023-04-13 17:11:49.580927
liveTime(sec),133.124859
startupDelay,1031
Total stalling Event,0
player width,1280
player height,720
time,10.933,15.941,21.053,25.971,32.721,40.084
elapsed,0.000,5.008,10.120,15.038,21.788,29.151
bitrate,2000,1401,1401,800,800,800
framerate,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,6.525,31.508,32.009,32.866,32.617,32.474
GMSD,0,0,0.96233,0,0.90618,0
bitrateSwitch,0,1,0,1,0,0
stalling,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0
Throughput (Kbps),7765,12543,3067,2149,1471,1983

IP,10.0.0.1
Attribute,HIGH
initTime,2023-04-13 17:09:38.614710
endTime,2023-04-13 17:11:49.713437
liveTime(sec),131.098727
startupDelay,1394
Total stalling Event,0
player width,1280
player height,720
time,13.003,18.027,23.072,28.087,34.727,40.722
elapsed,0.000,5.024,10.069,15.084,21.724,27.719
bitrate,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,19.956,23.26,19.206,24.261,21.884,25.978
GMSD,0,0,0.90385,0,0.89781,0
bitrateSwitch,0,0,0,0,0,0
stalling,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0
Throughput (Kbps),4511,1877,603,1292,760,1027

IP,10.0.0.27
Attribute,HIGH
initTime,2023-04-13 17:09:43.669208
endTime,2023-04-13 17:11:49.860302
liveTime(sec),126.191094
startupDelay,1175
Total stalling Event,0
player width,1280
player height,720
time,18.085,23.138,28.163,34.798,40.829
elapsed,0.000,5.053,10.078,16.713,22.744
bitrate,2000,1401,1401,800,800
framerate,29.97,29.97,29.97,29.97,29.97
bufferLevel,6.677,31.394,31.54,32.195,32.296
GMSD,0,0,0.89552,0,0.89499
bitrateSwitch,0,1,0,1,0
stalling,0,0,0,0,0
stallingTime (sec),0,0,0,0,0
Throughput (Kbps),7765,12543,3067,2149,1471

IP,10.0.0.45
Attribute,HIGH
initTime,2023-04-13 17:09:47.560066
endTime,2023-04-13 17:11:49.596736
liveTime(sec),122.03667
startupDelay,745
Total stalling Event,0
player width,1280
player height,720
time,22.412,27.456,34.510,40.576
elapsed,0.000,5.044,12.098,18.164
bitrate,2000,1401,1401,800
framerate,29.97,29.97,29.97,29.97
bufferLevel,6.056,31.196,31.511,31.539
GMSD,0,0,0.91789,0
bitrateSwitch,0,1,0,1
stalling,0,0,0,0
stallingTime (sec),0,0,0,0
Throughput (Kbps),7765,12543,3067,2149

IP,10.0.0.33
Attribute,HIGH
initTime,2023-04-13 17:09:53.171098
endTime,2023-04-13 17:11:49.598308
liveTime(sec),116.42721
startupDelay,1028
Total stalling Event,0
player width,1280
player height,720
time,27.721,34.436,40.434
elapsed,0.000,6.715,12.713
bitrate,400,400,400
framerate,29.97,29.97,29.97
bufferLevel,22.626,19.46,23.405
GMSD,0,0,0.79045
bitrateSwitch,0,0,0
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),5095,919,1265

IP,10.0.0.13
Attribute,HIGH
initTime,2023-04-13 17:09:55.182312
endTime,2023-04-13 17:11:49.293519
liveTime(sec),114.111207
startupDelay,1201
Total stalling Event,0
player width,1280
player height,720
time,30.000,36.138
elapsed,0.000,6.138
bitrate,400,400
framerate,29.97,29.97
bufferLevel,19.929,24.724
GMSD,0,0
bitrateSwitch,0,0
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),2952,1877

IP,10.0.0.43
Attribute,HIGH
initTime,2023-04-13 17:09:57.194721
endTime,2023-04-13 17:11:49.790844
liveTime(sec),112.596123
startupDelay,1485
Total stalling Event,0
player width,1280
player height,720
time,34.272,40.448
elapsed,0.000,6.176
bitrate,2000,1401
framerate,29.97,29.97
bufferLevel,5.43,21.392
GMSD,0,0
bitrateSwitch,0,1
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),5899,11160

IP,10.0.0.47
Attribute,HIGH
initTime,2023-04-13 17:09:58.309754
endTime,2023-04-13 17:11:49.654677
liveTime(sec),111.344923
startupDelay,1935
Total stalling Event,0
player width,1280
player height,720
time,34.580,40.785
elapsed,0.000,6.205
bitrate,2000,1401
framerate,29.97,29.97
bufferLevel,5.097,13.399
GMSD,0,0
bitrateSwitch,0,1
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),7233,8268

IP,10.0.0.32
Attribute,HIGH
initTime,2023-04-13 17:10:02.719944
endTime,2023-04-13 17:11:49.301909
liveTime(sec),106.581965
startupDelay,900
Total stalling Event,0
player width,1280
player height,720
time,40.045
elapsed,0.000
bitrate,400
framerate,29.97
bufferLevel,21.538
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),5095

IP,10.0.0.22
Attribute,HIGH
initTime,2023-04-13 17:10:03.524284
endTime,2023-04-13 17:11:49.388614
liveTime(sec),105.86433
startupDelay,765
Total stalling Event,0
player width,1280
player height,720
time,40.140
elapsed,0.000
bitrate,2000
framerate,29.97
bufferLevel,13.961
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),11923


IP,10.0.0.41
Attribute,HIGH
initTime,2023-04-13 17:09:58.075983
endTime,2023-04-13 17:11:49.666758
liveTime(sec),111.590775
startupDelay,1176
Total stalling Event,0
player width,1280
player height,720
time,34.814,40.716
elapsed,0.000,5.902
bitrate,2000,1401
framerate,29.97,29.97
bufferLevel,6.242,30.834
GMSD,0,0
bitrateSwitch,0,1
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),7765,12543

IP,10.0.0.3
Attribute,HIGH
initTime,2023-04-13 17:10:04.350848
endTime,2023-04-13 17:11:49.650975
liveTime(sec),105.300127
startupDelay,1887
Total stalling Event,0
player width,1280
player height,720
time,40.534
elapsed,0.000
bitrate,2000
framerate,29.97
bufferLevel,3.849
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),5899

IP,10.0.0.25
Attribute,HIGH
initTime,2023-04-13 17:09:38.864755
endTime,2023-04-13 17:11:55.124037
liveTime(sec),136.259282
startupDelay,1013
Total stalling Event,0
player width,1280
player height,720
time,13.188,18.202,23.226,28.286,34.863,45.590
elapsed,0.000,5.014,10.038,15.098,21.675,32.402
bitrate,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,22.955,24.698,21.082,21.704,20.738,24.488
GMSD,0,0,0.90400,0,0.89909,0
bitrateSwitch,0,0,0,0,0,0
stalling,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0
Throughput (Kbps),3536,1292,603,927,1125,1027

IP,10.0.0.19
Attribute,HIGH
initTime,2023-04-13 17:09:37.301768
endTime,2023-04-13 17:11:57.615699
liveTime(sec),140.313931
startupDelay,901
Total stalling Event,0
player width,1280
player height,720
time,11.902,16.916,21.963,26.989,34.768,40.401,48.106
elapsed,0.000,5.014,10.061,15.087,22.866,28.499,36.204
bitrate,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,23.105,23.139,19.439,23.551,19.885,25.134,21.176
GMSD,0,0,0.87397,0,0.84970,0,0.87263
bitrateSwitch,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0
Throughput (Kbps),5095,1292,603,1292,760,1027,615

Avg GMSD,0.8843517391304347
Total Bitrate Switch,14
Total Stalling Event, 0

IP,10.0.0.10
Attribute,HIGH
initTime,2023-04-13 17:09:35.418734
endTime,2023-04-13 17:11:59.711704
liveTime(sec),144.29297
startupDelay,334
Total stalling Event,0
player width,1280
player height,720
time,10.490,15.487,20.568,25.675,32.170,38.900,60.698,124.346
elapsed,0.000,4.997,10.078,15.185,21.680,28.410,50.208,113.856
bitrate,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,21.535,25.55,21.553,26.466,21.912,21.784,22.39,23.086
GMSD,0,0,0.90342,0,0.87105,0,0.86950,0
bitrateSwitch,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0
Throughput (Kbps),5095,1615,569,1377,704,710,1074,976

IP,10.0.0.24
Attribute,HIGH
initTime,2023-04-13 17:09:37.218995
endTime,2023-04-13 17:11:59.711719
liveTime(sec),142.492724
startupDelay,416
Total stalling Event,0
player width,1280
player height,720
time,12.296,17.292,22.412,27.360,34.677,40.368,136.865,136.911,136.914
elapsed,0.000,4.996,10.116,15.064,22.381,28.072,124.569,124.615,124.618
bitrate,400,400,400,400,400,400,800,1401,2000
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,21.358,22.792,22.742,19.586,23.631,19.452,30.657,31.405,10.501
GMSD,0,0,0.89609,0,0.84179,0,0.86088,0,0
bitrateSwitch,0,0,0,0,0,0,1,1,1
stalling,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0
Throughput (Kbps),5095,1292,892,639,1442,405,1472,11234,7913

IP,10.0.0.20
Attribute,HIGH
initTime,2023-04-13 17:09:38.380523
endTime,2023-04-13 17:11:59.742949
liveTime(sec),141.362426
startupDelay,552
Total stalling Event,0
player width,1280
player height,720
time,13.352,18.378,23.401,29.185,34.897,50.226
elapsed,0.000,5.026,10.049,15.833,21.545,36.874
bitrate,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,22.613,22.731,22.615,22.659,19.653,19.972
GMSD,0,0,0.88641,0,0.79684,0
bitrateSwitch,0,0,0,0,0,0
stalling,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0
Throughput (Kbps),5095,1292,892,1004,760,615

IP,10.0.0.26
Attribute,HIGH
initTime,2023-04-13 17:09:39.486729
endTime,2023-04-13 17:11:59.711724
liveTime(sec),140.224995
startupDelay,437
Total stalling Event,0
player width,1280
player height,720
time,14.466,19.542,24.501,30.080,36.309,47.645,59.073,62.006
elapsed,0.000,5.076,10.035,15.614,21.843,33.179,44.607,47.540
bitrate,2000,1401,1401,800,800,800,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,5.904,31.448,31.965,31.354,31.882,31.54,32.831,32.659
GMSD,0,0,0.94748,0,0.90876,0,0,0
bitrateSwitch,0,1,0,1,0,0,1,0
stalling,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0
Throughput (Kbps),9201,12542,3067,2149,1471,1983,1724,853

IP,10.0.0.36
Attribute,HIGH
initTime,2023-04-13 17:09:39.756940
endTime,2023-04-13 17:11:59.711727
liveTime(sec),139.954787
startupDelay,1017
Total stalling Event,0
player width,1280
player height,720
time,14.544,19.650,24.788,30.656,36.960,68.428
elapsed,0.000,5.106,10.244,16.112,22.416,53.884
bitrate,2000,1401,1401,800,800,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,3.973,31.834,29.42,32.102,30.864,31.766
GMSD,0,0,0.97975,0,0.82866,0
bitrateSwitch,0,1,0,1,0,1
stalling,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0
Throughput (Kbps),5899,14409,1921,3296,1471,1724

IP,10.0.0.2
Attribute,HIGH
initTime,2023-04-13 17:09:39.896454
endTime,2023-04-13 17:11:59.711729
liveTime(sec),139.815275
startupDelay,351
Total stalling Event,0
player width,1280
player height,720
time,14.786,19.821,24.818,30.652,37.009,109.139
elapsed,0.000,5.035,10.032,15.866,22.223,94.353
bitrate,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,21.639,21.99,25.362,22.414,20.283,19.205
GMSD,0,0,0.79488,0,0.91640,0
bitrateSwitch,0,0,0,0,0,0
stalling,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0
Throughput (Kbps),3536,1292,1156,739,760,615

IP,10.0.0.28
Attribute,HIGH
initTime,2023-04-13 17:09:44.536792
endTime,2023-04-13 17:11:59.711739
liveTime(sec),135.174947
startupDelay,351
Total stalling Event,0
player width,1280
player height,720
time,19.692,24.804,30.595,36.442,66.028,89.104,94.281
elapsed,0.000,5.112,10.903,16.750,46.336,69.412,74.589
bitrate,400,400,400,400,400,400,400
