Server Info
Server CPU Core,40
Server CPU Freq,0.0 GHz
Server RAM Total,23 GB
time,2.952,5.832,8.707,11.648,14.614,17.497,20.438,23.342,26.249,29.094,31.917,34.767,37.585,40.474,43.270,46.184,49.081,51.906,54.685,57.535,60.312,63.200,66.192,69.061,71.961,74.765,77.712,80.605,83.357,86.231,89.229,92.237,95.057,97.898,100.780,103.704,106.577,109.534,112.325,115.238,118.036,120.955,123.889,126.700,129.649,132.537,135.420,138.302,141.205,144.095,146.983,149.920
Player Connected,0,1,5,6,9,10,15,20,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
TX (Kbps),0.0,2.7617,12.2529,7.1016,11.6709,12.6133,28.4414,31.8115,32.1514,27.9697,29.5127,33.8115,27.2129,33.3311,31.3857,30.7607,29.9492,28.126,32.7305,43.7627,45.127,31.25,68.6221,51.208,58.8936,57.9805,57.1016,49.292,31.0049,32.1562,29.1152,31.0645,32.0977,27.8643,37.3203,30.5508,37.7412,55.7861,29.2041,74.0371,24.4297,71.917,44.4912,60.6641,9.6543,10.0381,7.7725,5.9941,3.0391,0.0,0.0,7.3584
RX (Kbps),0.0449,2.6133,9.3633,6.3838,19.0293,17.8525,28.6299,32.9463,36.2031,39.4951,35.7559,39.3857,33.0762,37.8604,32.2021,35.542,40.8896,36.0811,37.9434,1862.9053,1736.7148,1661.9219,3342.9482,4585.3799,4940.2197,3796.2812,36.8369,1669.749,31.0283,32.1426,41.0654,33.6201,39.1787,35.9863,35.8418,33.7695,1011.1494,2212.2793,30.3105,3014.6699,29.4629,1860.6562,909.5234,1736.584,14.0752,12.8154,7.6367,3.9014,1.2393,0.0449,0.0449,4.2246
TX + RX (Kbps),0.0449,5.375,21.6162,13.4854,30.7002,30.4658,57.0713,64.7578,68.3545,67.4648,65.26859999999999,73.19720000000001,60.289100000000005,71.19149999999999,63.5878,66.3027,70.8388,64.2071,70.6739,1906.668,1781.8418,1693.1719,3411.5703,4636.5878999999995,4999.1133,3854.2617,93.9385,1719.041,62.0332,64.2988,70.1806,64.6846,71.2764,63.8506,73.16210000000001,64.3203,1048.8906,2268.0654,59.5146,3088.707,53.8926,1932.5731999999998,954.0146000000001,1797.2481,23.7295,22.8535,15.4092,9.8955,4.2783999999999995,0.0449,0.0449,11.582999999999998
CPU Usage Percent,3.2,3.6,4.6,4.6,5.8,5.9,8.8,11.4,16.5,14.3,14.9,13.5,14.3,14.7,14.4,14.6,15.4,14.2,14.3,18.3,20.3,14.6,20.2,17.5,22.4,22.0,18.6,16.5,14.3,14.5,15.2,14.0,14.3,15.0,14.8,14.5,17.4,21.5,15.1,18.5,14.4,17.5,16.4,14.5,7.3,6.4,5.9,5.3,4.4,4.0,3.7,4.2
RAM Usage Percent,6.2,6.2,6.3,6.4,6.5,6.5,6.8,7.0,7.5,7.5,7.5,7.4,7.5,7.5,7.4,7.5,7.5,7.5,7.5,8.4,7.6,7.5,7.6,8.5,8.5,7.6,7.6,7.6,7.5,7.6,7.5,7.5,7.6,7.6,7.5,7.7,7.7,7.9,7.5,8.5,7.5,7.6,7.7,7.6,7.5,7.5,7.5,7.5,7.5,7.5,7.6,7.6

