Server Info
IP,10.0.0.21
Attribute,HIGH
initTime,2023-04-13 22:51:35.061398
endTime,2023-04-13 22:53:20.634573
liveTime(sec),105.573175
startupDelay,1615
Total stalling Event,0
player width,1280
player height,720
time,29.753
elapsed,0.000
bitrate,2000
framerate,29.97
bufferLevel,4.261
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),5899

IP,10.0.0.13
Attribute,HIGH
initTime,2023-04-13 22:51:35.874268
endTime,2023-04-13 22:53:21.377327
liveTime(sec),105.503059
startupDelay,1596
Total stalling Event,0
player width,1280
player height,720
time,30.689
elapsed,0.000
bitrate,2000
framerate,29.97
bufferLevel,3.527
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),5899

IP,10.0.0.11
Attribute,HIGH
initTime,2023-04-13 22:51:37.162259
endTime,2023-04-13 22:53:21.403219
liveTime(sec),104.24096
startupDelay,1871
Total stalling Event,0
player width,1280
player height,720
time,30.591
elapsed,0.000
bitrate,400
framerate,29.97
bufferLevel,32.346
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),6015


IP,10.0.0.19
Attribute,HIGH
initTime,2023-04-13 22:51:37.959424
endTime,2023-04-13 22:53:22.309367
liveTime(sec),104.349943
startupDelay,1604
Total stalling Event,0
player width,1280
player height,720
time,31.501
elapsed,0.000
bitrate,2000
framerate,29.97
bufferLevel,4.029
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),9201

IP,10.0.0.3
Attribute,HIGH
initTime,2023-04-13 22:51:26.619677
endTime,2023-04-13 22:53:23.352001
liveTime(sec),116.732324
startupDelay,1258
Total stalling Event,0
player width,1280
player height,720
time,19.826,26.392,32.417
elapsed,0.000,6.566,12.591
bitrate,2000,1401,1401
framerate,29.97,29.97,29.97
bufferLevel,6.891,22.706,30.242
GMSD,0,0,0.70611
bitrateSwitch,0,1,0
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),7765,11564,4046

IP,10.0.0.15
Attribute,HIGH
initTime,2023-04-13 22:51:30.556645
endTime,2023-04-13 22:53:23.379217
liveTime(sec),112.822572
startupDelay,998
Total stalling Event,0
player width,1280
player height,720
time,24.694,30.762
elapsed,0.000,6.068
bitrate,2000,1401
framerate,29.97,29.97
bufferLevel,5.73,29.94
GMSD,0,0
bitrateSwitch,0,1
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),6713,13067

IP,10.0.0.12
Attribute,HIGH
initTime,2023-04-13 22:51:37.546558
endTime,2023-04-13 22:53:23.348469
liveTime(sec),105.801911
startupDelay,941
Total stalling Event,0
player width,1280
player height,720
time,32.361
elapsed,0.000
bitrate,2000
framerate,29.97
